gateway-corpus-oracle-1  | [2026-09-11 10:15:43.773][1][info][main] [external/envoy/source/server/server.cc:467] initializing epoch 0 (base id=0, hot restart version=11.120)
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.507][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-unsupported-semantics corpus-oracle-unsupported-semantics: [mcp-server] [] [nil] Parsing single server configuration: corpus-unsupported-semantics
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.508][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-unsupported-semantics corpus-oracle-unsupported-semantics: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.508][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:106] lds: add/update listener 'corpus-oracle-unsupported-semantics'
gateway-corpus-oracle-1  | access request_id=rv-14000-corpus-unsupported-semantics-legacy-list listener=corpus-oracle-unsupported-semantics method=POST path=/mcp code=200 flags=-
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.520][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-unsupported-semantics corpus-oracle-unsupported-semantics corpus-oracle-unsupported-semantics: [mcp-server] [corpus-unsupported-semantics/fixture_tool] [rv-14000-corpus-unsupported-semantics-legacy-call] route call start, id:cfca8b93-fbaf-4785-b99f-5091e26bd377, method:POST, url:http://backend-primary:8080/corpus/unsupported-semantics/record-42?fixed=yes&page=7, cluster:backend-primary, headers:[][2]string{[2]string{":scheme", "http"}, [2]string{":method", "POST"}, [2]string{":path", "/corpus/unsupported-semantics/record-42?fixed=yes&page=7"}, [2]string{":authority", "backend-primary:8080"}, [2]string{"user-agent", "Python-urllib/3.12"}, [2]string{"x-request-id", "rv-14000-corpus-unsupported-semantics-legacy-call"}, [2]string{"x-forwarded-proto", "http"}, [2]string{"x-envoy-original-method", "POST"}, [2]string{"x-envoy-original-path", "/mcp"}, [2]string{"x-envoy-original-host", "mcp.runtime.test"}, [2]string{"x-corpus-flag", "true"}, [2]string{"content-type", "application/json; charset=utf-8"}, [2]string{"accept", "*/*"}}, body:{"payload":{"amount":12}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.522][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-unsupported-semantics corpus-oracle-unsupported-semantics corpus-oracle-unsupported-semantics: [mcp-server] [corpus-unsupported-semantics/fixture_tool] [rv-14000-corpus-unsupported-semantics-legacy-call] response detail info:mcp:tools/call:corpus-unsupported-semantics/fixture_tool:result
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.522][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-unsupported-semantics corpus-oracle-unsupported-semantics corpus-oracle-unsupported-semantics: [mcp-server] [corpus-unsupported-semantics/fixture_tool] [rv-14000-corpus-unsupported-semantics-legacy-call] route call end, id:cfca8b93-fbaf-4785-b99f-5091e26bd377, code:200, headers:[][2]string{[2]string{":status", "200"}, [2]string{"server", "runtime-fixture/1 Python/3.12.14"}, [2]string{"date", "Fri, 11 Sep 2026 10:15:48 GMT"}, [2]string{"content-type", "application/json"}, [2]string{"req-cost-time", "1"}, [2]string{"req-arrive-time", "1789121748520"}, [2]string{"resp-start-time", "1789121748521"}, [2]string{"x-envoy-upstream-service-time", "0"}}, body:{"jsonrpc":"2.0","id":null,"error":{"code":-32601,"message":"Method not found"}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.529][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:65] lds: remove listener 'corpus-oracle-unsupported-semantics'
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.745][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics: [mcp-server] [] [nil] Parsing single server configuration: corpus-contradictory-semantics
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.746][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.765][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics: [mcp-server] [] [nil] Parsing single server configuration: corpus-contradictory-semantics
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.765][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.766][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:106] lds: add/update listener 'corpus-oracle-contradictory-semantics'
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.770][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics: [mcp-server] [] [nil] Parsing single server configuration: corpus-contradictory-semantics
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.771][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.776][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics: [mcp-server] [corpus-contradictory-semantics/fixture_tool] [rv-14001-corpus-contradictory-semantics-legacy-call] route call start, id:c9f57e80-4653-4029-99f8-5d8c87806cd5, method:POST, url:http://backend-primary:8080/corpus/contradictory-semantics/record-42?fixed=yes&page=7, cluster:backend-primary, headers:[][2]string{[2]string{":scheme", "http"}, [2]string{":method", "POST"}, [2]string{":path", "/corpus/contradictory-semantics/record-42?fixed=yes&page=7"}, [2]string{":authority", "backend-primary:8080"}, [2]string{"user-agent", "Python-urllib/3.12"}, [2]string{"x-request-id", "rv-14001-corpus-contradictory-semantics-legacy-call"}, [2]string{"x-forwarded-proto", "http"}, [2]string{"x-envoy-original-method", "POST"}, [2]string{"x-envoy-original-path", "/mcp"}, [2]string{"x-envoy-original-host", "mcp.runtime.test"}, [2]string{"x-corpus-flag", "true"}, [2]string{"content-type", "application/json; charset=utf-8"}, [2]string{"accept", "*/*"}}, body:{"payload":{"amount":12}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.777][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics: [mcp-server] [corpus-contradictory-semantics/fixture_tool] [rv-14001-corpus-contradictory-semantics-legacy-call] response detail info:mcp:tools/call:corpus-contradictory-semantics/fixture_tool:result
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.777][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics corpus-oracle-contradictory-semantics: [mcp-server] [corpus-contradictory-semantics/fixture_tool] [rv-14001-corpus-contradictory-semantics-legacy-call] route call end, id:c9f57e80-4653-4029-99f8-5d8c87806cd5, code:200, headers:[][2]string{[2]string{":status", "200"}, [2]string{"server", "runtime-fixture/1 Python/3.12.14"}, [2]string{"date", "Fri, 11 Sep 2026 10:15:48 GMT"}, [2]string{"content-type", "application/json"}, [2]string{"req-cost-time", "1"}, [2]string{"req-arrive-time", "1789121748776"}, [2]string{"resp-start-time", "1789121748777"}, [2]string{"x-envoy-upstream-service-time", "0"}}, body:{"jsonrpc":"2.0","id":null,"error":{"code":-32601,"message":"Method not found"}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:48.962][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:65] lds: remove listener 'corpus-oracle-contradictory-semantics'
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.476][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-byte-limit corpus-oracle-byte-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-byte-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.499][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-byte-limit corpus-oracle-byte-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.521][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-byte-limit corpus-oracle-byte-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-byte-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.535][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-byte-limit corpus-oracle-byte-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-byte-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.546][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-byte-limit corpus-oracle-byte-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.546][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:106] lds: add/update listener 'corpus-oracle-byte-limit'
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.559][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-byte-limit corpus-oracle-byte-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.609][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-byte-limit corpus-oracle-byte-limit corpus-oracle-byte-limit: [mcp-server] [corpus-byte-limit/fixture_tool] [rv-14002-corpus-byte-limit-legacy-call] route call start, id:7c86c7e0-6715-48d3-a737-785885e2ff3d, method:POST, url:http://backend-primary:8080/corpus/byte-limit/record-42?fixed=yes&page=7, cluster:backend-primary, headers:[][2]string{[2]string{":scheme", "http"}, [2]string{":method", "POST"}, [2]string{":path", "/corpus/byte-limit/record-42?fixed=yes&page=7"}, [2]string{":authority", "backend-primary:8080"}, [2]string{"user-agent", "Python-urllib/3.12"}, [2]string{"x-request-id", "rv-14002-corpus-byte-limit-legacy-call"}, [2]string{"x-forwarded-proto", "http"}, [2]string{"x-envoy-original-method", "POST"}, [2]string{"x-envoy-original-path", "/mcp"}, [2]string{"x-envoy-original-host", "mcp.runtime.test"}, [2]string{"x-corpus-flag", "true"}, [2]string{"content-type", "application/json; charset=utf-8"}, [2]string{"accept", "*/*"}}, body:{"payload":{"amount":12}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.610][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-byte-limit corpus-oracle-byte-limit corpus-oracle-byte-limit: [mcp-server] [corpus-byte-limit/fixture_tool] [rv-14002-corpus-byte-limit-legacy-call] response detail info:mcp:tools/call:corpus-byte-limit/fixture_tool:result
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.610][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-byte-limit corpus-oracle-byte-limit corpus-oracle-byte-limit: [mcp-server] [corpus-byte-limit/fixture_tool] [rv-14002-corpus-byte-limit-legacy-call] route call end, id:7c86c7e0-6715-48d3-a737-785885e2ff3d, code:200, headers:[][2]string{[2]string{":status", "200"}, [2]string{"server", "runtime-fixture/1 Python/3.12.14"}, [2]string{"date", "Fri, 11 Sep 2026 10:15:49 GMT"}, [2]string{"content-type", "application/json"}, [2]string{"req-cost-time", "1"}, [2]string{"req-arrive-time", "1789121749608"}, [2]string{"resp-start-time", "1789121749610"}, [2]string{"x-envoy-upstream-service-time", "0"}}, body:{"jsonrpc":"2.0","id":null,"error":{"code":-32601,"message":"Method not found"}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.617][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:65] lds: remove listener 'corpus-oracle-byte-limit'
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.798][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-depth-limit corpus-oracle-depth-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-depth-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.799][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-depth-limit corpus-oracle-depth-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.812][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-depth-limit corpus-oracle-depth-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-depth-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.813][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-depth-limit corpus-oracle-depth-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.813][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:106] lds: add/update listener 'corpus-oracle-depth-limit'
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.950][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-depth-limit corpus-oracle-depth-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-depth-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.952][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-depth-limit corpus-oracle-depth-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.957][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-depth-limit corpus-oracle-depth-limit corpus-oracle-depth-limit: [mcp-server] [corpus-depth-limit/fixture_tool] [rv-14003-corpus-depth-limit-legacy-call] route call start, id:f5364a24-296e-4b7e-9813-dbd909714d1d, method:POST, url:http://backend-primary:8080/corpus/depth-limit/record-42?fixed=yes&page=7, cluster:backend-primary, headers:[][2]string{[2]string{":scheme", "http"}, [2]string{":method", "POST"}, [2]string{":path", "/corpus/depth-limit/record-42?fixed=yes&page=7"}, [2]string{":authority", "backend-primary:8080"}, [2]string{"user-agent", "Python-urllib/3.12"}, [2]string{"x-request-id", "rv-14003-corpus-depth-limit-legacy-call"}, [2]string{"x-forwarded-proto", "http"}, [2]string{"x-envoy-original-method", "POST"}, [2]string{"x-envoy-original-path", "/mcp"}, [2]string{"x-envoy-original-host", "mcp.runtime.test"}, [2]string{"x-corpus-flag", "true"}, [2]string{"content-type", "application/json; charset=utf-8"}, [2]string{"accept", "*/*"}}, body:{"payload":{"amount":12}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.959][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-depth-limit corpus-oracle-depth-limit corpus-oracle-depth-limit: [mcp-server] [corpus-depth-limit/fixture_tool] [rv-14003-corpus-depth-limit-legacy-call] response detail info:mcp:tools/call:corpus-depth-limit/fixture_tool:result
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.959][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-depth-limit corpus-oracle-depth-limit corpus-oracle-depth-limit: [mcp-server] [corpus-depth-limit/fixture_tool] [rv-14003-corpus-depth-limit-legacy-call] route call end, id:f5364a24-296e-4b7e-9813-dbd909714d1d, code:200, headers:[][2]string{[2]string{":status", "200"}, [2]string{"server", "runtime-fixture/1 Python/3.12.14"}, [2]string{"date", "Fri, 11 Sep 2026 10:15:49 GMT"}, [2]string{"content-type", "application/json"}, [2]string{"req-cost-time", "2"}, [2]string{"req-arrive-time", "1789121749956"}, [2]string{"resp-start-time", "1789121749958"}, [2]string{"x-envoy-upstream-service-time", "0"}}, body:{"jsonrpc":"2.0","id":null,"error":{"code":-32601,"message":"Method not found"}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:49.989][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:65] lds: remove listener 'corpus-oracle-depth-limit'
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.705][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-node-limit corpus-oracle-node-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-node-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.723][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-node-limit corpus-oracle-node-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.746][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-node-limit corpus-oracle-node-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-node-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.757][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-node-limit corpus-oracle-node-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.759][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:106] lds: add/update listener 'corpus-oracle-node-limit'
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.819][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-node-limit corpus-oracle-node-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-node-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.830][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-node-limit corpus-oracle-node-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.897][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-node-limit corpus-oracle-node-limit corpus-oracle-node-limit: [mcp-server] [corpus-node-limit/fixture_tool] [rv-14004-corpus-node-limit-legacy-call] route call start, id:6ee467fa-a6d0-4d1a-a11b-f24c3257f028, method:POST, url:http://backend-primary:8080/corpus/node-limit/record-42?fixed=yes&page=7, cluster:backend-primary, headers:[][2]string{[2]string{":scheme", "http"}, [2]string{":method", "POST"}, [2]string{":path", "/corpus/node-limit/record-42?fixed=yes&page=7"}, [2]string{":authority", "backend-primary:8080"}, [2]string{"user-agent", "Python-urllib/3.12"}, [2]string{"x-request-id", "rv-14004-corpus-node-limit-legacy-call"}, [2]string{"x-forwarded-proto", "http"}, [2]string{"x-envoy-original-method", "POST"}, [2]string{"x-envoy-original-path", "/mcp"}, [2]string{"x-envoy-original-host", "mcp.runtime.test"}, [2]string{"x-corpus-flag", "true"}, [2]string{"content-type", "application/json; charset=utf-8"}, [2]string{"accept", "*/*"}}, body:{"payload":{"amount":12}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.899][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-node-limit corpus-oracle-node-limit corpus-oracle-node-limit: [mcp-server] [corpus-node-limit/fixture_tool] [rv-14004-corpus-node-limit-legacy-call] response detail info:mcp:tools/call:corpus-node-limit/fixture_tool:result
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.899][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-node-limit corpus-oracle-node-limit corpus-oracle-node-limit: [mcp-server] [corpus-node-limit/fixture_tool] [rv-14004-corpus-node-limit-legacy-call] route call end, id:6ee467fa-a6d0-4d1a-a11b-f24c3257f028, code:200, headers:[][2]string{[2]string{":status", "200"}, [2]string{"server", "runtime-fixture/1 Python/3.12.14"}, [2]string{"date", "Fri, 11 Sep 2026 10:15:50 GMT"}, [2]string{"content-type", "application/json"}, [2]string{"req-cost-time", "2"}, [2]string{"req-arrive-time", "1789121750896"}, [2]string{"resp-start-time", "1789121750899"}, [2]string{"x-envoy-upstream-service-time", "0"}}, body:{"jsonrpc":"2.0","id":null,"error":{"code":-32601,"message":"Method not found"}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:50.919][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:65] lds: remove listener 'corpus-oracle-node-limit'
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.272][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-collection-limit corpus-oracle-collection-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-collection-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.276][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-collection-limit corpus-oracle-collection-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.292][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-collection-limit corpus-oracle-collection-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-collection-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.295][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-collection-limit corpus-oracle-collection-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.296][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:106] lds: add/update listener 'corpus-oracle-collection-limit'
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.308][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-collection-limit corpus-oracle-collection-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-collection-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.311][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-collection-limit corpus-oracle-collection-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.341][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-collection-limit corpus-oracle-collection-limit corpus-oracle-collection-limit: [mcp-server] [corpus-collection-limit/fixture_tool] [rv-14005-corpus-collection-limit-legacy-call] route call start, id:60725bec-0783-4550-8fcc-d99123d85147, method:POST, url:http://backend-primary:8080/corpus/collection-limit/record-42?fixed=yes&page=7, cluster:backend-primary, headers:[][2]string{[2]string{":scheme", "http"}, [2]string{":method", "POST"}, [2]string{":path", "/corpus/collection-limit/record-42?fixed=yes&page=7"}, [2]string{":authority", "backend-primary:8080"}, [2]string{"user-agent", "Python-urllib/3.12"}, [2]string{"x-request-id", "rv-14005-corpus-collection-limit-legacy-call"}, [2]string{"x-forwarded-proto", "http"}, [2]string{"x-envoy-original-method", "POST"}, [2]string{"x-envoy-original-path", "/mcp"}, [2]string{"x-envoy-original-host", "mcp.runtime.test"}, [2]string{"x-corpus-flag", "true"}, [2]string{"content-type", "application/json; charset=utf-8"}, [2]string{"accept", "*/*"}}, body:{"payload":{"amount":12}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.342][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-collection-limit corpus-oracle-collection-limit corpus-oracle-collection-limit: [mcp-server] [corpus-collection-limit/fixture_tool] [rv-14005-corpus-collection-limit-legacy-call] response detail info:mcp:tools/call:corpus-collection-limit/fixture_tool:result
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.342][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-collection-limit corpus-oracle-collection-limit corpus-oracle-collection-limit: [mcp-server] [corpus-collection-limit/fixture_tool] [rv-14005-corpus-collection-limit-legacy-call] route call end, id:60725bec-0783-4550-8fcc-d99123d85147, code:200, headers:[][2]string{[2]string{":status", "200"}, [2]string{"server", "runtime-fixture/1 Python/3.12.14"}, [2]string{"date", "Fri, 11 Sep 2026 10:15:51 GMT"}, [2]string{"content-type", "application/json"}, [2]string{"req-cost-time", "1"}, [2]string{"req-arrive-time", "1789121751340"}, [2]string{"resp-start-time", "1789121751341"}, [2]string{"x-envoy-upstream-service-time", "0"}}, body:{"jsonrpc":"2.0","id":null,"error":{"code":-32601,"message":"Method not found"}}
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.349][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:65] lds: remove listener 'corpus-oracle-collection-limit'
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.536][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-enum-limit corpus-oracle-enum-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-enum-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.537][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-enum-limit corpus-oracle-enum-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.552][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-enum-limit corpus-oracle-enum-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-enum-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.553][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-enum-limit corpus-oracle-enum-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.554][1][info][upstream] [external/envoy/source/common/listener_manager/lds_api.cc:106] lds: add/update listener 'corpus-oracle-enum-limit'
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.569][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-enum-limit corpus-oracle-enum-limit: [mcp-server] [] [nil] Parsing single server configuration: corpus-enum-limit
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.570][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-enum-limit corpus-oracle-enum-limit: [mcp-server] [] [nil] plugin start successfully
gateway-corpus-oracle-1  | [2026-09-11 10:15:51.594][8][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log corpus-oracle-enum-limit corpus-oracle-enum-limit corpus-oracle-enum-limit: [mcp-server] [corpus-enum-limit/fixture_tool] [rv-14006-corpus-enum-limit-legacy-call] route call start, id:f0ce8801-69fd-4686-bf24-bcc647408f70, method:POST, url:http://backend-primary:8080/corpus/enum-limit/record-42?fixed=yes&page=7, cluster:backend-primary, headers:[][2]string{[2]string{":scheme", "http"}, [2]string{":method", "POST"}, [2]string{":path", "/corpus/enum-limit/record-42?fixed=yes&page=7"}, [2]string{":authority", "backend-primary:8080"}, [2]string{"user-agent", "Python-urllib/3.12"}, [2]string{"x-request-id", "rv-14006-corpus-enum-limit-legacy-call"}, [2]string{"x-forwarded-proto", "http"}, [2]string{"x-envoy-original-method", "POST"}, [2]string{"x-envoy-original-path", "/mcp"}, [2]string{"x-envoy-original-host", "mcp.runtime.test"}, [2]string{"x-corpus-flag", "true"}, [2]string{"content-type", "application/json; charset=utf-8"}, [2]string{"accept", "*/*"}}, body:{"payload":{"amount":12}}
